Name,March_score,kWAR_score,AHP_score,P1,P2,P3,연차,20연봉,FA유무
이대호,-1.5253711683913633,-1.3872567637737832,-1.0010282950216873,0.18066486061383713,-0.15186433509929034,-0.5340179124727102,1.6368553096970004,12.429216196844383,1
박병호,-0.8794887000208448,-1.3872567637737832,-0.844113858532572,1.5235243888960728,-1.3305944371478104,0.4321605751190942,0.7305738387913167,12.206072645530174,0
양의지,0.8185118813206557,0.9458041466414253,1.4909975790915058,1.4232955426955485,-1.4104111517020677,1.0136378014080485,0.5040034710648957,12.206072645530174,1
손아섭,-0.5266827876904681,-0.7074417139246658,-0.6739735335841079,0.3158838257143937,-0.3623582310684171,0.837161879163859,0.27743310333847476,12.206072645530174,1
최형우,-1.3513976146945006,-1.1607962505325264,-0.9124365861206452,1.3032941376233222,-1.2328683986190137,0.23324151745203453,1.4102849419705796,11.918390573078392,1
김현수,-0.7602658434460212,-0.8489277722974244,-0.7050293188514138,1.0314771344984701,-1.0607117738297847,0.5720517587044519,0.5040034710648957,11.77528972943772,1
이재원,1.8923852495202846,1.9603278350611197,2.587923839233212,-0.7684422463658478,0.7780902149660268,-0.9783465134423625,0.5040034710648957,11.77528972943772,1
최정,0.2362737221036105,0.7523454004797981,0.26060234591971587,2.2594690437841556,-2.180021038411877,1.5356691036641636,0.7305738387913167,11.695247021764184,1
황재균,0.11406178660423094,0.5631052901648367,0.17464825165781458,0.34419849480999937,-0.34817921696196286,1.0852729687587745,0.5040034710648957,11.695247021764184,1
김재호,1.2658095856482883,1.1321843841891686,0.9838854398149284,-0.6654613566694979,0.6909470744653131,-0.7356190919158572,0.9571442065177377,11.082142548877775,1
김재환,-0.786370523127255,-0.7337564255632998,-0.6878139200776653,0.6648975915057175,-0.601067855753403,0.4026298533470559,0.05086273561205379,11.082142548877775,0
오지환,1.5852737629662743,1.4081232844234508,1.2046320413344394,-0.2560735659616677,0.27208556038782167,0.7251348718989457,-0.17570763211436716,11.002099841204238,0
김하성,1.1751026190628795,1.155021309374455,0.9188526401638486,2.356157544256113,-2.4162370634329613,3.6955720317888154,-1.308559470746472,10.915088464214607,0
박민우,0.6926692187071297,0.3840817841472451,0.03820132661579752,0.8827460497777502,-0.9593836918547974,0.1063456901107516,-0.8554187352936301,10.858998997563564,0
김태균,-1.460795848689285,-1.3872567637737832,-0.9853349606095937,-0.24452924499519682,0.258785769379393,-0.3774008640844908,1.6368553096970004,10.819778284410283,1
이성열,-1.1142086587727635,-1.1439928804500252,-0.8709248804558839,-0.260756458327316,0.34635754161040505,0.5050677752022064,1.1837145742441586,10.819778284410283,0
유한준,-1.2509464990845178,-1.1453516435294728,-0.9043157582531821,0.8146998033087104,-0.8579610561372208,0.43509373057757866,1.8634256774234215,10.819778284410283,1
전준우,-0.6584843458658939,-0.6343532008511448,-0.6363284386269049,1.3115207767545116,-1.333066602560295,1.5761211704485538,0.05086273561205379,10.819778284410283,0
허경민,0.15150596074206138,0.65430417399728,0.20139309686975,-0.24828517025325644,0.19061977517745585,-0.18323397363122457,-0.17570763211436716,10.778956289890028,0
오재일,-0.7608381474016466,-1.3872567637737832,-0.8152891738202385,0.8278442635809529,-0.7545648417943925,0.33677811833679305,0.7305738387913167,10.757902880692196,0
김선빈,0.9898687603124044,0.8731038515906037,0.7481829015243744,-0.7827024788931068,0.723657261370998,-0.8207894261291354,0.05086273561205379,10.714417768752456,0
박건우,-0.5680487635047677,-0.7111006687886067,-0.6784924575895181,0.932455686941641,-0.9630781620018222,1.1949300338776914,-0.17570763211436716,10.714417768752456,0
박경수,0.8349096523992603,0.4915858249330588,0.10312068047594651,-1.1427674188538537,1.231275583779823,-1.4162933527627934,1.1837145742441586,10.596634733096073,1
이정후,-0.41649265966583554,-0.44841294372912727,-0.5527472521586395,1.7922006887497937,-1.9200898415209429,1.4528229587107786,-1.988270573925735,10.571316925111784,0
김강민,-0.24737619870231642,-0.17483893828312191,-0.43811028042306827,-1.1164657904488706,1.1152919292636627,-0.232942281835907,1.6368553096970004,10.46310334047155,0
서건창,-0.4428563100973709,-0.47413238773295585,-0.48009467688337437,-0.12378699453221358,0.08520321509704452,-0.3713786115872151,0.05086273561205379,10.46310334047155,0
정수빈,-0.14904479078736482,-0.08990654036708325,-0.39654185186284174,-0.625694333481233,0.6211007701649461,-1.0963809268009914,-0.17570763211436716,10.4341158035983,0
채은성,-0.7120322201642181,-0.8195105516273854,-0.7329180757885684,0.21218941034319927,-0.2315072601674912,-0.1384365284087622,-0.17570763211436716,10.373491181781864,0
박해민,0.0719090533700066,0.08960870847926075,-0.3054826970090546,-0.6159127982230381,0.5931761891343439,-0.12452660001189378,-0.8554187352936301,10.308952660644293,0
이원석,-0.4854713382246955,-0.07105855536503232,-0.23824715825073514,-0.7175621697531785,0.8049635598188883,-0.7251482243833632,0.7305738387913167,10.308952660644293,1
이천웅,-0.07146999552179754,-0.027396968412118108,-0.3652213597500306,0.4906628667109976,-0.5520457013014949,0.07480069471968137,-0.6288483675672091,10.239959789157341,0
구자욱,-0.7280515943118033,-0.8291965912937329,-0.7380136825645434,0.09431157370855965,-0.08216897515881173,0.8625606022713025,-0.8554187352936301,10.239959789157341,0
한동민,-0.8423689884098384,-0.8983155750851536,-0.7743730585578641,-0.3214626425584698,0.3818824762336534,-0.8743494981491078,-0.8554187352936301,10.126631103850338,0
송광민,-0.06839915888929496,0.4069445905340445,0.052003897845711196,-1.5913651279026195,1.5857190436975988,-0.8933443278125868,1.4102849419705796,10.126631103850338,1
